line,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
22942,-0.978,-0.063,0.195,-62.622,-1.951,245.457
22943,-0.885,-0.112,0.144,-49.695,-12.134,240.366
22944,-0.771,-0.148,0.093,-37.591,-25.213,231.86
22945,-0.666,-0.203,0.059,-25.518,-35.579,221.524
22946,-0.552,-0.245,0.047,-16.799,-40,210.366
22947,-0.41,-0.265,0.055,-11.646,-39.634,197.012
22948,-0.281,-0.274,0.07,-8.232,-37.378,179.97
22949,-0.189,-0.299,0.081,-3.628,-34.207,161.067
22950,-0.105,-0.317,0.072,1.616,-30.244,141.037
22951,-0.006,-0.313,0.067,5.457,-26.067,118.445
22952,0.095,-0.307,0.062,9.543,-22.805,93.872
22953,0.17,-0.324,0.052,14.878,-20.305,68.567
22954,0.2,-0.343,0.061,20.427,-17.713,42.622
22955,0.186,-0.356,0.093,24.512,-14.329,16.25
22956,0.185,-0.354,0.143,25.793,-13.384,-11.402
22957,0.178,-0.363,0.206,34.177,-8.232,-39.726
22958,0.227,-0.402,0.269,48.537,10.274,-63.811
22959,0.235,-0.367,0.333,59.146,29.207,-81.616
22960,0.018,-0.296,0.345,67.409,32.744,-96.006
22961,-0.228,-0.24,0.328,74.085,22.439,-112.652
22962,-0.345,-0.18,0.309,75.884,7.896,-131.951
22963,-0.407,-0.125,0.272,77.043,-3.079,-147.805
22964,-0.441,-0.072,0.225,81.799,-8.079,-160.976
22965,-0.44,-0.02,0.187,87.256,-8.323,-173.354
22966,-0.473,0.025,0.164,92.561,-6.037,-183.567
22967,-0.568,0.078,0.139,97.409,-7.348,-191.433
22968,-0.671,0.145,0.11,103.354,-11.616,-199.726
22969,-0.733,0.234,0.086,107.134,-17.713,-208.567
22970,-0.8,0.333,0.071,109.39,-25.671,-217.805
22971,-0.901,0.407,0.051,113.689,-33.476,-226.86
22972,-0.999,0.48,0.013,118.841,-38.232,-234.665
22973,-1.088,0.548,-0.02,124.543,-36.006,-241.037
22974,-1.231,0.614,-0.024,127.713,-30.518,-244.787
22975,-1.409,0.675,-0.039,129.97,-30.915,-245.579
22976,-1.574,0.736,-0.041,132.287,-36.067,-243.628
22977,-1.699,0.795,0.014,134.848,-45.427,-240.305
22978,-1.795,0.843,0.042,137.226,-60.152,-235.122
22979,-1.904,0.881,0.034,142.134,-75.671,-227.195
22980,-1.972,0.943,0.019,148.354,-87.744,-217.043
22981,-2.061,1.05,0.014,150.152,-93.384,-205.091
22982,-2.114,1.12,0.04,150.915,-98.598,-192.073
22983,-2.115,1.17,0.068,151.098,-104.451,-178.049
22984,-2.148,1.238,0.076,150.549,-110.457,-162.409
22985,-2.145,1.274,0.079,150.64,-117.5,-144.573
22986,-2.082,1.303,0.084,148.872,-125.701,-125.183
22987,-2.067,1.34,0.08,145.823,-136.159,-104.665
22988,-2.059,1.354,0.078,143.445,-148.994,-82.896
22989,-1.99,1.345,0.069,140.671,-162.957,-61.311
22990,-1.913,1.333,0.062,138.384,-176.372,-39.543
22991,-1.819,1.32,0.039,136.677,-188.628,-18.902
22992,-1.719,1.306,0.013,135.061,-197.652,0.183
22993,-1.598,1.282,-0.025,133.75,-200.335,18.872
22994,-1.472,1.287,-0.083,128.506,-196.25,38.659
22995,-1.367,1.299,-0.126,119.573,-189.665,58.689
22996,-1.298,1.277,-0.133,110.061,-185.305,77.713
22997,-1.236,1.224,-0.143,100.823,-185.091,96.128
22998,-1.199,1.188,-0.187,91.341,-190.579,112.957
22999,-1.17,1.152,-0.238,82.226,-198.354,127.043
23000,-1.095,1.097,-0.259,73.598,-204.421,138.079
23001,-1.019,1.028,-0.277,65.884,-206.524,147.012
23002,-0.967,0.967,-0.282,58.049,-202.47,154.848
23003,-0.886,0.906,-0.281,50.701,-190.823,161.89
23004,-0.806,0.837,-0.289,43.201,-171.677,169.39
23005,-0.744,0.773,-0.297,35.732,-150.854,175.64
23006,-0.688,0.705,-0.302,27.652,-132.165,179.36
23007,-0.662,0.639,-0.318,17.683,-119.451,182.256
23008,-0.65,0.552,-0.326,9.665,-115.762,183.293
23009,-0.594,0.454,-0.319,5.152,-118.445,181.402
23010,-0.5,0.378,-0.289,2.104,-121.829,177.866
23011,-0.389,0.311,-0.251,0.274,-122.805,173.079
23012,-0.27,0.267,-0.215,0.701,-120.122,166.677
23013,-0.148,0.23,-0.181,3.537,-114.268,157.866
23014,-0.02,0.208,-0.163,8.323,-105.213,147.287
23015,0.131,0.203,-0.148,15,-93.994,132.835
23016,0.294,0.202,-0.134,20.793,-81.402,116.189
23017,0.436,0.219,-0.097,20.854,-64.909,100
23018,0.546,0.239,-0.03,13.689,-45.274,80.244
23019,0.557,0.227,0.019,4.329,-30.793,55.274
23020,0.44,0.178,0.004,-2.957,-22.591,31.189
23021,0.349,0.125,-0.047,-7.348,-16.86,9.512
23022,0.319,0.107,-0.072,-11.89,-7.591,-10.213
23023,0.248,0.093,-0.098,-15.213,1.738,-27.744
23024,0.132,0.085,-0.14,-15.335,7.622,-43.506
23025,0.064,0.102,-0.181,-14.573,14.665,-57.195
23026,0.016,0.157,-0.191,-15.823,28.415,-67.378
23027,-0.048,0.215,-0.196,-16.037,46.402,-74.909
23028,-0.094,0.259,-0.193,-14.024,64.939,-81.951
23029,-0.149,0.307,-0.188,-13.841,81.463,-88.11
23030,-0.206,0.361,-0.203,-15.274,89.421,-95.122
23031,-0.263,0.399,-0.226,-16.616,89.146,-102.896
23032,-0.32,0.434,-0.243,-20.091,85.64,-110.732
23033,-0.332,0.462,-0.229,-24.177,82.896,-118.78
23034,-0.293,0.474,-0.207,-28.445,85.915,-125.457
23035,-0.258,0.48,-0.172,-33.902,94.939,-130.183
23036,-0.294,0.487,-0.162,-39.238,105.366,-134.817
23037,-0.362,0.481,-0.156,-40.335,113.293,-139.939
23038,-0.367,0.48,-0.155,-39.299,118.689,-145.213
23039,-0.361,0.518,-0.132,-39.512,123.841,-150.366
23040,-0.348,0.53,-0.103,-37.622,129.787,-155.732
23041,-0.324,0.548,-0.087,-35.03,136.22,-159.604
23042,-0.326,0.597,-0.057,-34.238,144.512,-163.171
23043,-0.346,0.625,-0.031,-33.293,155.945,-165.427
23044,-0.362,0.65,-0.017,-30.488,169.055,-164.909
23045,-0.393,0.706,0.001,-27.896,181.799,-164.299
23046,-0.495,0.765,0.004,-26.768,193.659,-164.055
23047,-0.635,0.833,-0.002,-29.116,198.872,-163.598
23048,-0.788,0.908,-0.013,-34.756,198.567,-161.829
23049,-0.935,0.967,-0.051,-41.707,194.573,-157.622
23050,-1.095,1.017,-0.084,-49.512,189.848,-148.506
23051,-1.203,1.075,-0.116,-58.506,185.671,-134.939
23052,-1.342,1.131,-0.134,-69.39,185.183,-117.927
23053,-1.531,1.158,-0.143,-79.817,182.805,-98.323
23054,-1.706,1.202,-0.163,-91.372,175.915,-77.683
23055,-1.872,1.255,-0.176,-104.512,167.561,-55.61
23056,-1.979,1.286,-0.195,-116.494,155.427,-34.543
23057,-2.041,1.324,-0.208,-128.963,143.384,-13.659
23058,-2.082,1.338,-0.212,-140.183,136.22,9.207
23059,-2.053,1.32,-0.217,-148.232,134.299,32.53
23060,-2.01,1.322,-0.211,-157.713,136.433,55.488
23061,-2.044,1.289,-0.204,-164.909,140.152,77.774
23062,-2.099,1.229,-0.195,-169.36,143.171,98.872
23063,-2.153,1.182,-0.18,-173.72,143.262,117.774
23064,-2.208,1.114,-0.175,-177.012,137.043,134.207
23065,-2.278,1.048,-0.162,-182.073,121.89,149.939
23066,-2.317,0.978,-0.128,-186.616,101.159,164.512
23067,-2.257,0.88,-0.097,-189.299,81.86,179.238
23068,-2.178,0.771,-0.066,-191.22,64.756,193.872
23069,-2.125,0.658,-0.028,-189.329,49.146,206.738
23070,-2.005,0.542,0.011,-184.268,39.512,218.902
23071,-1.856,0.451,0.049,-177.409,33.933,228.384
23072,-1.686,0.374,0.073,-169.024,29.512,234.573
23073,-1.546,0.334,0.106,-161.067,25.213,237.256
23074,-1.481,0.274,0.11,-150.549,19.268,237.134
23075,-1.444,0.218,0.116,-138.171,12.744,236.402
23076,-1.349,0.181,0.137,-126.25,8.11,234.756
23077,-1.224,0.144,0.137,-113.232,7.866,233.659
23078,-1.119,0.123,0.126,-101.341,12.165,234.634
23079,-1.003,0.115,0.097,-92.409,16.128,234.055
23080,-0.92,0.101,0.065,-85.671,16.402,231.585
23081,-0.889,0.064,0.047,-78.72,11.799,226.22
23082,-0.813,0.022,0.026,-71.951,3.262,218.384
23083,-0.701,-0.015,0.014,-66.921,-4.207,209.39
23084,-0.567,-0.066,0.026,-61.128,-11.677,198.201
23085,-0.423,-0.113,0.048,-55.457,-19.207,185.274
23086,-0.296,-0.138,0.074,-51.463,-25.915,171.524
23087,-0.208,-0.146,0.1,-48.262,-31.616,155.61
23088,-0.153,-0.152,0.118,-45.61,-35.213,137.896
23089,-0.078,-0.164,0.123,-42.012,-37.134,117.957
23090,0.005,-0.171,0.159,-37.47,-36.494,95.61
23091,0.07,-0.197,0.196,-30.457,-32.896,71.89
23092,0.088,-0.229,0.207,-21.341,-29.329,47.53
23093,0.056,-0.249,0.203,-11.037,-23.872,24.207
23094,0.028,-0.26,0.211,-2.012,-11.86,1.921
23095,0.036,-0.264,0.242,6.098,4.207,-20.244
23096,-0.011,-0.263,0.271,12.5,18.872,-39.848
23097,-0.099,-0.266,0.291,20.335,26.707,-56.616
23098,-0.184,-0.241,0.292,28.841,30.061,-70.915
23099,-0.266,-0.186,0.286,36.402,30.823,-82.378
23100,-0.317,-0.119,0.279,42.134,23.415,-93.72
23101,-0.363,-0.047,0.282,49.36,9.787,-103.567
23102,-0.393,0.023,0.28,58.567,-6.25,-112.5
23103,-0.393,0.096,0.256,68.628,-21.159,-122.53
23104,-0.394,0.14,0.219,78.811,-29.756,-132.226
23105,-0.393,0.18,0.185,87.652,-30.274,-141.646
23106,-0.399,0.213,0.135,95.854,-23.262,-151.463
23107,-0.404,0.237,0.097,101.616,-14.787,-161.433
23108,-0.429,0.271,0.083,104.817,-9.909,-170.64
23109,-0.498,0.306,0.071,107.652,-12.287,-178.933
23110,-0.57,0.339,0.044,113.232,-21.494,-187.195
23111,-0.623,0.364,0.015,120.396,-31.738,-195.701
23112,-0.701,0.398,-0.012,126.28,-39.055,-203.476
23113,-0.803,0.419,-0.023,133.323,-44.207,-210.976
23114,-0.904,0.457,-0.029,140.366,-44.329,-217.805
23115,-1.006,0.529,-0.03,144.726,-39.817,-222.5
23116,-1.118,0.608,-0.022,147.226,-36.921,-225.488
23117,-1.254,0.665,-0.01,147.5,-39.634,-226.829
23118,-1.418,0.693,-0.038,149.116,-47.134,-224.878
23119,-1.609,0.724,-0.067,152.195,-57.713,-220.396
23120,-1.814,0.766,-0.086,154.909,-69.39,-212.683
23121,-1.959,0.819,-0.094,159.146,-81.585,-201.311
23122,-2.035,0.918,-0.063,161.585,-92.866,-188.75
23123,-2.107,1.015,-0.04,160.244,-102.774,-173.201
23124,-2.174,1.05,-0.03,161.067,-111.768,-153.628
23125,-2.195,1.094,-0.048,165.091,-118.506,-133.201
23126,-2.153,1.194,-0.065,168.384,-123.963,-112.713
23127,-2.083,1.323,-0.078,166.494,-127.713,-92.5
23128,-2.036,1.423,-0.092,160.335,-133.902,-73.232
23129,-2.031,1.475,-0.094,152.713,-148.11,-56.341
23130,-2.022,1.496,-0.107,145.091,-166.341,-40.671
23131,-1.968,1.495,-0.146,137.805,-183.476,-24.756
23132,-1.886,1.489,-0.173,130.183,-192.378,-6.86
23133,-1.77,1.454,-0.189,123.079,-190.213,13.445
23134,-1.674,1.439,-0.207,114.604,-181.28,36.524
23135,-1.612,1.461,-0.185,102.348,-173.841,59.238
23136,-1.539,1.436,-0.163,90.152,-175.244,80.274
23137,-1.471,1.397,-0.159,78.354,-186.159,99.512
23138,-1.407,1.355,-0.155,65.579,-203.293,115.518
23139,-1.329,1.281,-0.163,53.933,-221.067,128.902
23140,-1.221,1.171,-0.191,45.976,-231.86,141.006
23141,-1.088,1.077,-0.222,39.512,-232.104,152.226
23142,-0.956,1.013,-0.262,32.835,-224.726,161.28
23143,-0.85,0.964,-0.295,25.396,-212.713,168.079
23144,-0.802,0.906,-0.308,15.854,-198.415,171.799
23145,-0.767,0.806,-0.306,6.616,-186.22,172.927
23146,-0.761,0.697,-0.307,-2.439,-175.122,173.994
23147,-0.763,0.599,-0.318,-9.482,-166.738,174.939
23148,-0.738,0.503,-0.331,-13.079,-160.823,175.915
23149,-0.689,0.424,-0.349,-15.732,-157.195,177.287
23150,-0.668,0.366,-0.351,-17.5,-153.933,178.384
23151,-0.595,0.295,-0.336,-17.439,-148.415,177.287
23152,-0.446,0.237,-0.31,-17.256,-139.146,173.872
23153,-0.304,0.195,-0.274,-17.561,-126.738,167.988
23154,-0.179,0.147,-0.263,-15.915,-114.207,158.78
23155,-0.055,0.108,-0.258,-14.177,-101.189,147.47
23156,0.076,0.085,-0.246,-12.378,-87.043,132.866
23157,0.211,0.065,-0.228,-11.006,-71.22,116.524
23158,0.334,0.045,-0.209,-9.573,-55.61,98.78
23159,0.413,0.046,-0.212,-12.683,-46.555,78.201
23160,0.418,0.057,-0.169,-16.006,-34.268,54.512
23161,0.615,0.031,-0.037,-9.726,-15.427,20.671
23162,0.835,0.002,-0.018,-3.506,11.951,-2.378
23163,0.775,0.016,0.007,0.366,43.567,-15.976
23164,0.563,0.034,-0.015,4.238,60.976,-30.793
23165,0.293,0.079,-0.073,7.5,64.909,-41.616
23166,0.146,0.118,-0.125,11.006,64.268,-55.64
23167,0.063,0.135,-0.173,12.591,66.768,-69.299
23168,0.025,0.154,-0.181,11.463,73.506,-79.024
23169,0.037,0.224,-0.185,10.671,83.598,-87.561
23170,0.022,0.266,-0.175,12.805,95.579,-96.28
23171,-0.023,0.288,-0.151,14.024,104.238,-103.415
23172,-0.073,0.342,-0.139,12.622,108.78,-110.152
23173,-0.122,0.392,-0.143,11.646,109.787,-118.14
23174,-0.158,0.42,-0.153,11.067,109.634,-126.921
23175,-0.174,0.446,-0.162,8.567,110.915,-134.299
23176,-0.176,0.472,-0.143,5.915,113.567,-140.762
23177,-0.191,0.501,-0.115,5,119.451,-146.128
23178,-0.221,0.527,-0.1,4.146,130.335,-148.415
23179,-0.25,0.576,-0.094,2.713,142.134,-151.037
23180,-0.3,0.61,-0.103,1.037,150.823,-154.177
23181,-0.339,0.628,-0.108,-0.518,157.409,-156.494
23182,-0.347,0.656,-0.115,-3.262,163.689,-158.75
23183,-0.372,0.701,-0.152,-7.348,170.305,-160.396
23184,-0.444,0.732,-0.185,-10.976,178.902,-159.848
23185,-0.534,0.784,-0.201,-18.049,186.311,-158.232
23186,-0.655,0.832,-0.216,-26.341,189.97,-156.189
23187,-0.806,0.874,-0.248,-35,189.299,-152.5
23188,-0.926,0.923,-0.283,-44.451,186.89,-146.677
23189,-1.021,0.964,-0.341,-53.872,189.116,-138.628
23190,-1.158,1.012,-0.398,-64.146,194.726,-126.555
23191,-1.311,1.089,-0.425,-76.22,198.567,-113.902
23192,-1.5,1.161,-0.452,-91.799,197.5,-100.701
23193,-1.734,1.2,-0.5,-106.037,189.116,-85.549
23194,-1.939,1.231,-0.527,-117.622,179.055,-67.866
23195,-2.039,1.284,-0.536,-131.463,173.049,-49.055
23196,-2.105,1.317,-0.519,-147.378,174.024,-28.72
23197,-2.18,1.305,-0.468,-162.256,177.47,-6.25
23198,-2.229,1.271,-0.41,-174.299,179.116,17.683
23199,-2.241,1.233,-0.367,-185.091,175.915,41.494
23200,-2.309,1.208,-0.34,-196.159,165.579,63.659
23201,-2.384,1.147,-0.313,-205.152,145.945,83.78
23202,-2.367,1.06,-0.24,-212.378,120.305,101.829
23203,-2.325,0.985,-0.117,-218.415,93.689,118.262
23204,-2.256,0.876,-0.001,-217.744,69.878,133.994
23205,-2.088,0.768,0.072,-212.195,51.707,148.841
23206,-1.928,0.705,0.125,-205.366,42.622,161.524
23207,-1.792,0.632,0.184,-196.738,40.091,171.159
23208,-1.668,0.55,0.245,-186.555,39.36,177.134
23209,-1.572,0.495,0.281,-175.64,38.811,181.25
23210,-1.49,0.466,0.287,-163.171,38.506,184.909
23211,-1.416,0.448,0.267,-149.634,37.591,188.506
23212,-1.361,0.448,0.249,-138.018,38.598,192.988
23213,-1.31,0.445,0.245,-127.713,40.183,197.835
23214,-1.243,0.441,0.231,-119.146,35.488,200.854
23215,-1.241,0.448,0.186,-113.567,25,203.567
23216,-1.259,0.419,0.13,-107.561,12.988,206.494
23217,-1.199,0.356,0.084,-100.762,1.28,208.933
23218,-1.122,0.312,0.058,-95.274,-8.11,210.549
23219,-1.061,0.262,0.043,-91.433,-14.268,212.317
23220,-0.968,0.203,0.043,-88.323,-17.805,212.896
23221,-0.884,0.131,0.055,-83.537,-20.274,211.128
23222,-0.761,0.057,0.076,-76.311,-24.177,206.433
23223,-0.613,0.006,0.093,-70.274,-28.079,198.872
23224,-0.519,-0.041,0.107,-65.579,-32.439,188.628
23225,-0.455,-0.09,0.138,-59.817,-37.774,175.335
23226,-0.354,-0.122,0.176,-53.659,-42.683,158.933
23227,-0.277,-0.126,0.202,-47.561,-43.079,141.738
23228,-0.224,-0.128,0.224,-41.311,-38.201,123.872
23229,-0.116,-0.127,0.243,-37.073,-33.079,103.78
23230,-0.054,-0.114,0.235,-40.61,-41.128,78.598
23231,-0.068,-0.232,0.281,-13.049,-41.463,48.049
23232,0.273,-0.407,0.434,19.055,-15.213,16.189
23233,0.459,-0.341,0.512,32.195,15.884,-6.585
23234,0.101,-0.271,0.478,45.152,31.951,-16.677
23235,-0.202,-0.203,0.456,57.47,36.25,-28.963
23236,-0.408,-0.131,0.399,61.585,26.982,-43.872
23237,-0.545,-0.067,0.321,63.384,5.915,-55.64
23238,-0.586,0.033,0.287,62.927,-15.884,-66.311
23239,-0.52,0.08,0.253,63.018,-27.774,-78.902
23240,-0.36,0.086,0.233,63.323,-26.555,-87.683
23241,-0.285,0.11,0.214,67.104,-19.329,-93.72
23242,-0.257,0.134,0.208,73.079,-9.299,-100.823
23243,-0.237,0.153,0.194,77.896,-1.098,-109.421
23244,-0.241,0.177,0.152,82.104,3.384,-119.055
23245,-0.251,0.204,0.099,85.732,6.037,-130.671
23246,-0.295,0.246,0.069,88.018,3.841,-144.055
23247,-0.374,0.279,0.053,89.665,-2.927,-157.317
23248,-0.398,0.293,0.079,89.787,-8.384,-169.482
23249,-0.441,0.294,0.107,90.579,-13.018,-180.884
23250,-0.573,0.289,0.095,93.933,-18.811,-188.628
23251,-0.698,0.317,0.059,98.567,-25.457,-193.201
23252,-0.8,0.357,0.025,104.604,-31.829,-197.47
23253,-0.917,0.39,0.007,110.823,-35.366,-201.829
23254,-1.021,0.425,0.014,115.335,-37.287,-206.341
23255,-1.139,0.494,0.041,115.945,-40.579,-210.427
23256,-1.29,0.539,0.05,118.537,-45.122,-212.134
23257,-1.399,0.571,0.042,126.159,-51.555,-212.896
23258,-1.512,0.636,0.032,132.988,-57.043,-212.896
23259,-1.651,0.689,0.013,137.5,-62.012,-210.549
23260,-1.816,0.73,-0.011,143.445,-65.976,-205.427
23261,-1.923,0.786,-0.026,150.091,-69.939,-198.201
23262,-1.98,0.866,-0.064,153.994,-72.317,-187.165
23263,-2.04,0.963,-0.078,156.677,-76.524,-172.774
23264,-2.13,1.053,-0.074,157.287,-81.159,-156.159
23265,-2.235,1.114,-0.077,156.159,-88.598,-136.86
23266,-2.298,1.159,-0.094,156.494,-101.524,-115.488
23267,-2.269,1.214,-0.133,157.134,-114.756,-92.53
23268,-2.14,1.262,-0.174,157.591,-123.689,-67.683
23269,-1.974,1.319,-0.2,154.207,-130.61,-43.018
23270,-1.87,1.373,-0.229,148.506,-136.616,-19.543
23271,-1.785,1.402,-0.253,142.226,-143.72,1.585
23272,-1.677,1.427,-0.287,133.415,-150.061,21.128
23273,-1.586,1.443,-0.317,122.622,-154.604,40.793
23274,-1.466,1.427,-0.311,110.945,-159.36,59.207
23275,-1.357,1.4,-0.306,97.988,-162.439,77.165
23276,-1.267,1.357,-0.307,85.61,-164.36,94.756
23277,-1.199,1.321,-0.312,74.116,-163.262,111.524
23278,-1.115,1.29,-0.285,61.341,-161.921,125.793
23279,-1.044,1.24,-0.253,48.659,-162.287,137.012
23280,-1.03,1.169,-0.242,38.841,-163.079,146.89
23281,-0.995,1.09,-0.224,31.677,-163.811,155.335
23282,-0.937,1.026,-0.21,23.872,-163.232,162.195
23283,-0.894,0.958,-0.208,16.799,-163.506,168.567
23284,-0.867,0.885,-0.208,12.561,-163.14,173.811
23285,-0.819,0.81,-0.197,9.055,-159.268,178.933
23286,-0.738,0.723,-0.191,7.226,-151.372,182.988
23287,-0.686,0.648,-0.208,5.762,-142.226,185.701
23288,-0.649,0.583,-0.233,4.39,-135.244,187.47
23289,-0.611,0.522,-0.232,2.195,-129.543,187.195
23290,-0.559,0.452,-0.238,1.006,-128.537,184.329
23291,-0.499,0.379,-0.237,1.433,-129.543,180.823
23292,-0.409,0.317,-0.233,2.073,-128.293,176.982
23293,-0.311,0.254,-0.236,3.537,-123.811,173.049
23294,-0.227,0.219,-0.209,5.732,-114.512,168.049
23295,-0.124,0.185,-0.195,7.378,-101.616,162.073
23296,-0.025,0.15,-0.18,9.848,-87.927,154.817
23297,0.042,0.129,-0.157,13.232,-75.701,145.701
23298,0.089,0.111,-0.149,18.537,-67.47,132.957
23299,0.151,0.083,-0.146,26.22,-62.744,117.226
23300,0.225,0.08,-0.147,32.561,-56.86,100.732
23301,0.317,0.093,-0.127,35.213,-47.439,82.256
23302,0.377,0.095,-0.093,31.433,-44.299,57.195
23303,0.338,0.073,-0.067,30.823,-37.073,24.512
23304,0.62,0.055,0.04,28.659,-2.409,-6.524
23305,0.88,0.122,0.064,16.829,38.293,-24.878
23306,0.515,0.145,-0.04,13.445,51.524,-33.78
23307,0.145,0.196,-0.125,13.293,42.409,-50.884
23308,0.046,0.254,-0.15,9.146,31.341,-77.317
23309,0.062,0.282,-0.181,4.116,26.28,-97.591
23310,0.135,0.3,-0.206,1.768,28.659,-112.591
23311,0.134,0.305,-0.231,0.274,37.043,-125.244
23312,0.038,0.322,-0.276,-0.305,49.085,-132.927
23313,-0.061,0.356,-0.318,-0.793,63.201,-139.055
23314,-0.146,0.405,-0.34,-2.5,76.372,-145.274
23315,-0.18,0.446,-0.341,-5.915,85.366,-152.104
23316,-0.194,0.452,-0.33,-10.64,91.189,-159.085
23317,-0.237,0.442,-0.326,-15.579,94.055,-163.841
23318,-0.258,0.454,-0.332,-19.207,92.896,-167.988
23319,-0.257,0.521,-0.314,-24.573,91.982,-173.232
23320,-0.263,0.572,-0.277,-31.006,94.085,-178.415
23321,-0.265,0.587,-0.229,-36.555,99.421,-183.262
23322,-0.284,0.566,-0.171,-39.695,108.201,-187.5
23323,-0.279,0.547,-0.107,-40.03,118.171,-191.098
23324,-0.257,0.563,-0.069,-39.573,129.634,-195.03
23325,-0.291,0.594,-0.066,-38.628,142.073,-197.652
23326,-0.374,0.642,-0.065,-35.427,153.72,-199.299
23327,-0.459,0.708,-0.089,-32.439,163.567,-200.945
23328,-0.552,0.778,-0.099,-32.287,172.104,-201.646
23329,-0.669,0.83,-0.086,-32.53,180.244,-200.823
23330,-0.782,0.865,-0.096,-33.811,189.787,-196.829
23331,-0.917,0.926,-0.11,-40.122,198.232,-189.695
23332,-1.111,0.988,-0.134,-49.726,200.335,-179.878
23333,-1.331,1.026,-0.184,-60.61,192.713,-165.274
23334,-1.522,1.045,-0.23,-70.762,177.5,-146.189
23335,-1.716,1.077,-0.264,-78.78,159.451,-124.116
23336,-1.912,1.132,-0.297,-87.866,143.628,-97.835
23337,-2.046,1.219,-0.303,-98.994,132.774,-68.171
23338,-2.064,1.285,-0.279,-110.61,128.232,-38.415
23339,-2.034,1.321,-0.271,-121.738,127.317,-9.207
23340,-2.018,1.352,-0.281,-131.677,125.457,18.049
23341,-2.018,1.365,-0.299,-140.366,121.22,42.439
23342,-1.987,1.354,-0.299,-146.799,115.488,63.75
23343,-1.922,1.335,-0.301,-152.378,111.037,83.079
23344,-1.859,1.313,-0.312,-157.104,108.659,100.732
23345,-1.809,1.292,-0.318,-163.445,106.067,116.921
23346,-1.804,1.229,-0.289,-169.97,101.707,131.555
23347,-1.832,1.123,-0.273,-173.262,92.226,145.274
23348,-1.836,1.041,-0.277,-174.787,78.171,158.841
23349,-1.828,0.989,-0.278,-175.823,62.835,171.098
23350,-1.826,0.924,-0.272,-175.488,49.085,180.823
23351,-1.81,0.818,-0.24,-171.89,40.091,189.024
23352,-1.76,0.73,-0.2,-167.805,36.951,196.677
23353,-1.691,0.666,-0.152,-163.201,38.689,202.927
23354,-1.594,0.59,-0.104,-156.616,43.415,208.537
23355,-1.521,0.526,-0.081,-148.659,49.573,214.238
23356,-1.458,0.472,-0.074,-139.207,52.561,218.963
23357,-1.375,0.437,-0.079,-129.329,51.555,222.195
23358,-1.323,0.441,-0.079,-122.744,50.03,223.598
23359,-1.273,0.421,-0.061,-117.256,46.951,222.957
23360,-1.177,0.373,-0.039,-111.921,42.439,220.915
23361,-1.105,0.343,-0.005,-108.811,39.665,218.384
23362,-1.033,0.288,0.027,-104.512,37.439,214.665
23363,-0.93,0.226,0.03,-99.909,32.805,209.848
23364,-0.825,0.191,0.024,-95.518,24.878,203.354
23365,-0.744,0.165,0.015,-93.445,12.287,194.726
23366,-0.676,0.12,0.017,-89.573,-1.768,184.604
23367,-0.564,0.074,0.035,-83.994,-12.774,172.287
23368,-0.436,0.037,0.071,-79.055,-16.311,159.665
23369,-0.321,0.027,0.116,-76.433,-15.762,145.366
23370,-0.277,0.026,0.149,-74.39,-13.262,129.573
23371,-0.231,0.027,0.184,-71.22,-8.11,113.018
23372,-0.158,0.029,0.193,-69.726,-5.274,94.207
23373,-0.133,0.025,0.177,-68.049,-2.835,73.201
23374,-0.059,-0.067,0.33,-52.012,18.323,45.884
23375,0.245,-0.171,0.435,-34.665,40.488,21.22
23376,0.202,-0.181,0.443,-20.945,58.171,13.628
23377,0.016,-0.191,0.437,0.061,57.866,0.091
23378,-0.198,-0.197,0.42,20.427,44.36,-13.384
23379,-0.382,-0.191,0.356,34.573,20.488,-24.634
23380,-0.512,-0.154,0.29,44.665,-5.793,-35.457
23381,-0.578,-0.096,0.27,53.262,-25.122,-46.25
23382,-0.538,-0.038,0.29,57.165,-37.073,-57.348
23383,-0.46,0.007,0.326,57.683,-39.848,-68.75
23384,-0.393,0.031,0.326,57.409,-35.61,-80.549
