line,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
461,-0.806,0.383,-0.6,138.354,124.878,-331.982
462,-0.759,0.587,-0.669,134.817,131.707,-344.543
463,-0.724,0.814,-0.77,124.665,142.47,-360.549
464,-0.716,1.012,-0.854,105.976,156.006,-375.518
465,-0.766,1.197,-0.879,85.274,169.787,-382.957
466,-0.839,1.428,-0.867,61.677,184.055,-380.915
467,-0.993,1.627,-0.837,31.067,179.573,-374.451
468,-1.313,1.674,-0.789,-10.61,152.53,-366.951
469,-1.715,1.602,-0.719,-57.256,112.104,-354.299
470,-1.942,1.567,-0.611,-99.695,63.445,-326.494
471,-1.925,1.544,-0.564,-130.396,22.835,-283.872
472,-1.886,1.5,-0.609,-148.537,20.122,-231.799
473,-1.901,1.359,-0.556,-164.421,61.616,-177.348
474,-1.932,1.258,-0.632,-168.232,111.22,-123.445
475,-2.251,1.299,-0.894,-167.53,139.817,-74.726
476,-2.639,1.25,-1.03,-171.921,137.104,-31.128
477,-2.85,1.204,-1.113,-169.299,88.963,17.5
478,-2.835,1.197,-1.204,-174.665,36.098,61.707
479,-2.692,1.141,-1.296,-188.506,7.378,97.165
480,-2.609,1.08,-1.436,-200.945,11.555,132.591
481,-2.844,0.977,-1.585,-217.073,37.104,172.988
482,-3.452,0.895,-1.715,-230.335,52.134,216.585
483,-4.232,0.838,-1.886,-244.238,31.616,257.835
484,-4.899,0.605,-1.997,-267.317,-24.116,292.713
485,-4.972,0.207,-1.998,-285,-78.841,333.079
486,-4.601,-0.097,-1.976,-288.11,-97.378,385.457
487,-4.347,-0.329,-1.932,-289.146,-60.915,441.433
488,-4.529,-0.537,-1.917,-291.128,-2.713,498.049
489,-4.77,-0.856,-1.782,-301.128,24.695,541.707
490,-4.494,-1.355,-1.374,-308.201,-11.982,567.47
491,-3.513,-1.914,-0.961,-302.409,-83.415,572.957
492,-2.019,-2.328,-0.876,-279.665,-139.421,545.427
493,-0.359,-2.555,-1.12,-239.573,-138.262,484.512
494,1.214,-2.741,-0.723,-188.171,-50.091,400.152
495,2.071,-2.741,0.241,-146.25,89.177,293.049
496,1.691,-2.931,0.689,-161.067,159.451,199.177
497,1.11,-3.537,0.878,-185.427,108.384,109.817
498,1.075,-4.014,1.11,-182.348,-29.726,-8.994
499,1.476,-3.982,1.085,-158.171,-170.945,-124.848
500,1.76,-3.638,0.915,-102.47,-222.622,-197.866
501,1.486,-3.322,0.833,-21.982,-161.463,-245.213
502,0.702,-2.892,0.786,65.213,-44.665,-271.616
503,-0.208,-2.381,0.538,143.506,50.701,-275.488
504,-1.082,-1.859,-0.031,203.994,89.299,-262.134
505,-1.774,-1.289,-0.598,245.854,84.116,-244.817
506,-2.099,-0.68,-1.068,271.982,54.695,-230.579
507,-2.048,-0.055,-1.431,284.665,24.878,-215.183
508,-1.772,0.53,-1.597,280.549,17.988,-194.909
509,-1.543,1.06,-1.626,262.652,28.293,-174.177
510,-1.484,1.573,-1.546,235,40.061,-150.549
511,-1.565,1.958,-1.408,193.872,40.732,-129.756
512,-1.751,2.105,-1.229,146.189,22.195,-122.835
513,-2.057,2.112,-1.044,103.811,-16.707,-119.512
514,-2.271,2.149,-0.859,73.811,-64.512,-103.476
515,-2.279,2.253,-0.692,54.909,-97.5,-74.878
516,-2.248,2.298,-0.465,37.439,-97.439,-42.287
517,-2.304,2.281,-0.265,25.64,-77.652,-7.439
518,-2.422,2.256,-0.136,18.323,-64.756,28.659
519,-2.488,2.153,-0.1,10.244,-72.866,62.988
520,-2.425,2.001,-0.104,2.561,-96.25,96.616
521,-2.23,1.847,-0.141,-4.543,-118.598,130.61
522,-1.994,1.679,-0.169,-11.646,-128.506,160.762
523,-1.777,1.479,-0.196,-20.518,-126.28,185.701
524,-1.615,1.273,-0.237,-28.811,-120.61,206.829
525,-1.469,1.077,-0.285,-34.756,-119.756,224.848
526,-1.349,0.915,-0.328,-39.238,-125.671,239.329
527,-1.176,0.771,-0.354,-46.341,-134.116,248.872
528,-0.964,0.6,-0.393,-55.518,-148.11,253.079
529,-0.707,0.39,-0.406,-63.354,-160.03,249.878
530,-0.4,0.192,-0.397,-67.043,-166.494,239.817
531,-0.126,0.045,-0.333,-67.439,-169.329,222.317
532,0.166,-0.064,-0.255,-65.793,-166.128,198.049
533,0.472,-0.189,-0.161,-64.177,-156.372,169.39
534,0.722,-0.332,-0.103,-60.152,-135.427,137.165
535,0.895,-0.468,-0.093,-54.878,-103.323,99.726
536,0.987,-0.6,-0.08,-48.902,-68.72,56.098
537,0.934,-0.731,-0.084,-41.768,-41.555,8.079
538,0.794,-0.875,-0.043,-33.659,-24.421,-40.945
539,0.607,-0.977,0.006,-21.098,-21.768,-87.134
540,0.349,-1.023,0.031,-9.36,-33.232,-127.134
541,0.096,-1.018,0.034,-0.823,-51.89,-160.945
542,-0.148,-0.96,0.011,7.226,-75.274,-190.945
543,-0.373,-0.872,-0.019,15.732,-92.866,-215.122
544,-0.498,-0.787,-0.066,27.012,-93.293,-234.177
545,-0.584,-0.699,-0.084,44.421,-80.122,-248.018
546,-0.68,-0.587,-0.044,65.518,-55.945,-254.665
547,-0.739,-0.455,0.013,83.963,-25.488,-256.037
548,-0.896,-0.307,0.039,100.396,-1.311,-256.707
549,-1.201,-0.126,0.052,111.616,14.756,-256.829
550,-1.521,0.046,0.024,115.274,18.14,-259.97
551,-1.697,0.21,-0.01,117.896,6.402,-267.073
552,-1.644,0.35,-0.019,120.762,-7.226,-274.329
553,-1.467,0.462,-0.049,120.366,-6.677,-280.305
554,-1.336,0.522,-0.044,112.043,10.945,-284.787
555,-1.33,0.546,0.045,101.402,33.201,-288.476
556,-1.423,0.57,0.095,89.817,47.591,-294.695
557,-1.526,0.596,0.148,75.244,43.323,-306.372
558,-1.589,0.615,0.18,58.659,15.488,-320.854
559,-1.504,0.641,0.085,47.378,-24.604,-335.03
560,-1.256,0.707,0.001,44.512,-52.774,-340.671
561,-0.94,0.716,-0.112,44.634,-43.78,-337.104
562,-0.67,0.803,-0.167,51.372,8.079,-325.061
563,-0.663,0.991,-0.107,52.988,75.274,-309.055
564,-1.048,1.142,-0.316,51.189,119.909,-296.768
565,-1.5,1.356,-0.601,56.86,120.488,-277.439
566,-1.524,1.726,-0.873,67.53,92.165,-242.988
567,-1.16,2.068,-1.048,58.659,79.512,-201.555
568,-0.886,2.162,-1.096,23.018,108.079,-160.396
569,-0.95,2.145,-1.12,-14.299,157.348,-119.207
570,-1.172,2.181,-1.151,-46.677,192.348,-78.659
571,-1.556,2.201,-1.11,-89.817,185.64,-47.805
572,-1.947,2.14,-0.991,-139.177,130.122,-25.335
573,-2.063,2.012,-1.014,-183.293,44.482,-1.982
574,-2.033,1.791,-1.138,-218.628,-30.762,27.226
575,-1.985,1.547,-1.108,-237.195,-54.36,68.75
576,-1.993,1.35,-0.958,-239.878,-21.098,117.927
577,-2.188,1.271,-0.915,-230.61,46.768,166.982
578,-2.608,1.174,-0.978,-226.159,119.878,205.884
579,-3.132,1.01,-1.12,-226.159,162.896,235.091
580,-3.809,0.84,-1.27,-226.951,145.732,259.421
581,-4.388,0.58,-1.448,-232.622,82.104,278.75
582,-4.666,0.249,-1.659,-236.402,9.756,297.652
583,-4.671,-0.094,-1.691,-243.14,-22.561,318.933
584,-4.517,-0.432,-1.686,-246.067,-5.396,352.896
585,-4.667,-0.67,-1.744,-237.591,28.902,396.982
586,-5.023,-0.87,-1.567,-233.14,59.604,441.341
587,-4.932,-1.098,-1.371,-234.116,64.482,475.183
588,-4.402,-1.307,-1.113,-232.043,44.512,497.805
589,-3.742,-1.521,-0.95,-227.287,33.14,516.128
590,-2.874,-1.721,-0.819,-217.744,39.36,523.628
591,-1.656,-2.01,-0.479,-201.037,60.64,513.415
592,-0.506,-2.456,-0.102,-187.713,84.329,464.299
593,0.277,-2.753,0.243,-176.006,100.305,366.677
594,0.784,-2.808,0.581,-167.591,83.994,256.159
595,1.063,-2.969,0.815,-160.732,20.793,176.982
596,1.397,-3.323,0.914,-147.622,-48.018,105.884
597,1.835,-3.656,0.965,-122.287,-98.262,12.927
598,2.056,-3.72,1.155,-86.341,-111.524,-76.341
599,1.732,-3.618,1.375,-47.5,-84.939,-158.415
600,1.023,-3.439,1.181,-4.726,-51.524,-232.561
601,0.292,-3.094,0.687,56.22,-35.854,-277.561
602,-0.322,-2.57,0.242,131.433,-21.646,-293.872
603,-0.879,-1.993,-0.196,197.805,5.884,-295.457
604,-1.433,-1.407,-0.717,244.512,44.024,-288.628
605,-1.982,-0.801,-1.242,268.232,78.78,-281.494
606,-2.502,-0.149,-1.678,276.463,81.738,-271.311
607,-2.856,0.629,-1.953,275.335,51.463,-246.829
608,-2.902,1.541,-1.999,263.354,11.402,-209.116
609,-2.665,2.545,-1.851,233.78,-20.823,-155.061
610,-2.314,3.219,-1.617,171.799,-32.378,-104.329
611,-2.219,3.333,-1.362,103.354,-31.524,-83.262
612,-2.427,3.19,-1.079,55.823,-31.799,-66.463
613,-2.573,3.169,-0.765,27.835,-38.994,-24.665
614,-2.635,3.193,-0.579,3.567,-56.189,23.445
615,-2.714,2.969,-0.509,-24.756,-82.835,65.732
616,-2.715,2.605,-0.494,-47.317,-119.085,108.933
617,-2.544,2.254,-0.436,-61.28,-154.299,153.201
618,-2.286,1.897,-0.437,-70.549,-175.152,192.073
619,-2.042,1.54,-0.452,-77.439,-175.823,224.482
620,-1.678,1.159,-0.409,-82.713,-159.604,252.53
621,-1.314,0.788,-0.402,-85.823,-139.695,273.049
622,-1.099,0.501,-0.381,-86.616,-122.043,283.872
623,-0.873,0.291,-0.325,-86.128,-119.116,284.604
624,-0.523,0.051,-0.269,-86.494,-133.11,272.195
625,-0.101,-0.233,-0.312,-88.628,-150.183,248.872
626,0.317,-0.451,-0.323,-86.921,-155.762,215.427
627,0.71,-0.594,-0.23,-82.378,-146.311,169.726
628,1.002,-0.751,-0.131,-77.622,-130.122,114.146
629,1.079,-0.913,-0.007,-69.787,-114.482,53.811
630,1.05,-0.989,0.09,-57.226,-101.311,-7.104
631,1.011,-0.985,0.079,-42.744,-99.299,-64.421
632,0.98,-0.933,0.034,-27.043,-97.835,-109.177
633,0.844,-0.868,0.023,-11.25,-82.683,-146.25
634,0.499,-0.829,0.074,0.274,-59.726,-181.524
635,0.084,-0.835,0.054,7.043,-47.409,-212.774
636,-0.237,-0.811,-0.06,17.287,-53.994,-235.122
637,-0.444,-0.706,-0.17,34.573,-66.585,-248.049
638,-0.569,-0.566,-0.261,53.323,-70.366,-255.762
639,-0.667,-0.447,-0.252,68.293,-63.72,-258.841
640,-0.699,-0.353,-0.209,82.317,-47.073,-257.226
641,-0.783,-0.212,-0.212,99.817,-28.902,-251.738
642,-0.913,-0.048,-0.168,113.872,-6.463,-242.988
643,-0.995,0.085,-0.163,123.049,15.701,-237.5
644,-1.074,0.186,-0.145,129.085,29.604,-235.396
645,-1.176,0.269,-0.154,131.402,38.049,-236.067
646,-1.246,0.326,-0.161,131.22,38.384,-239.634
647,-1.249,0.385,-0.171,132.226,32.287,-243.963
648,-1.267,0.496,-0.122,132.073,24.36,-248.14
649,-1.267,0.594,-0.117,130.396,26.433,-254.817
650,-1.135,0.758,-0.207,136.646,45.091,-259.878
651,-0.973,1.025,-0.3,141.311,80.915,-258.262
652,-0.945,1.206,-0.358,128.171,124.848,-255.427
653,-1.145,1.185,-0.319,101.098,150.945,-258.262
654,-1.434,1.033,-0.164,68.811,140.03,-263.293
655,-1.627,0.925,-0.106,42.744,87.043,-265.518
656,-1.628,1.102,-0.178,32.134,21.006,-259.543
657,-1.316,1.469,-0.278,20.915,-14.939,-243.841
658,-0.833,1.718,-0.334,0.427,9.543,-223.78
659,-0.496,1.817,-0.404,-24.512,85.03,-201.494
660,-0.584,1.806,-0.535,-46.372,166.829,-179.939
661,-1.121,1.79,-0.665,-60,207.256,-160.335
662,-1.573,1.836,-0.732,-69.848,185.183,-141.372
663,-1.716,1.854,-0.823,-87.287,114.207,-121.921
664,-1.631,1.788,-0.933,-111.341,53.963,-101.372
665,-1.402,1.757,-1.06,-134.177,41.585,-69.512
666,-1.552,1.719,-1.229,-158.384,64.329,-36.951
667,-2.179,1.598,-1.317,-184.604,93.354,-5.884
668,-2.794,1.415,-1.401,-208.72,90.183,33.506
669,-3.312,1.226,-1.55,-232.043,46.738,76.677
670,-3.703,1.053,-1.711,-251.25,-4.146,122.409
671,-3.991,0.925,-1.675,-265.244,-43.78,175.335
672,-4.129,0.721,-1.521,-279.726,-56.921,233.476
673,-4.363,0.417,-1.386,-288.11,-53.811,295.732
674,-4.631,0.077,-1.309,-288.506,-43.689,358.598
675,-4.741,-0.254,-1.313,-280.213,-46.067,412.652
676,-4.648,-0.547,-1.326,-263.232,-57.622,453.232
677,-4.477,-0.801,-1.277,-244.573,-66.677,486.738
678,-4.178,-1.068,-1.239,-226.616,-65.152,514.787
679,-3.658,-1.331,-1.106,-208.171,-53.384,536.189
680,-2.985,-1.554,-0.936,-191.067,-28.384,546.616
681,-2.329,-1.685,-0.835,-175.701,3.933,540.457
682,-1.471,-1.762,-0.713,-164.97,36.982,511.311
683,-0.352,-1.894,-0.793,-153.994,55.274,452.957
684,0.655,-1.899,-0.77,-141.646,63.567,371.921
685,1.356,-1.854,-0.305,-130.884,84.39,269.97
686,1.588,-2.174,0.245,-144.116,73.963,159.787
687,1.603,-2.703,0.59,-169.238,13.78,65.64
688,1.787,-3.04,0.764,-180.366,-60.579,-15.61
689,2.062,-3.198,0.966,-169.695,-97.439,-96.22
690,1.88,-3.226,1.114,-132.226,-86.067,-166.22
691,1.158,-3.109,1.152,-66.616,-55.213,-216.311
692,0.331,-2.878,1.051,12.561,-33.506,-249.878
693,-0.376,-2.507,0.741,91.433,-26.585,-261.524
694,-0.825,-2.045,0.345,159.39,-7.409,-256.494
695,-1.142,-1.586,-0.135,208.811,38.11,-246.067
696,-1.555,-1.161,-0.595,238.567,94.604,-226.098
697,-1.927,-0.712,-0.96,253.14,128.14,-199.024
698,-2.191,-0.221,-1.191,255.945,105.518,-173.72
699,-2.176,0.237,-1.307,244.238,47.47,-158.994
700,-1.879,0.609,-1.348,223.14,-7.896,-160.732
701,-1.529,0.947,-1.313,198.78,-32.073,-164.665
702,-1.394,1.248,-1.206,172.53,-27.744,-159.024
703,-1.566,1.394,-1.027,139.695,-14.97,-152.439
704,-1.939,1.432,-0.876,113.262,-17.591,-148.384
705,-2.269,1.501,-0.779,101.799,-39.451,-138.872
706,-2.422,1.649,-0.683,98.14,-67.104,-118.72
707,-2.461,1.819,-0.564,95.213,-85.854,-90.579
708,-2.394,1.932,-0.438,90.366,-83.659,-56.738
709,-2.37,2.048,-0.372,84.146,-68.567,-19.512
710,-2.437,2.139,-0.359,75.03,-54.207,16.616
711,-2.539,2.146,-0.319,62.896,-58.598,52.409
712,-2.603,2.106,-0.335,51.372,-85.976,88.262
713,-2.563,1.974,-0.356,37.134,-122.561,123.628
714,-2.354,1.77,-0.357,23.537,-148.079,159.573
715,-2.029,1.619,-0.417,11.433,-154.055,194.97
716,-1.743,1.437,-0.496,-4.116,-145.701,224.177
717,-1.5,1.218,-0.533,-18.415,-136.707,247.866
718,-1.219,0.992,-0.504,-31.372,-134.848,264.726
719,-0.919,0.732,-0.473,-44.482,-143.75,273.75
720,-0.687,0.478,-0.44,-55.457,-158.933,275.183
721,-0.428,0.237,-0.353,-62.287,-173.293,268.445
722,-0.093,0.021,-0.292,-63.323,-183.689,254.024
723,0.223,-0.127,-0.248,-60,-185.884,233.232
724,0.515,-0.208,-0.197,-53.811,-173.598,207.774
725,0.766,-0.279,-0.159,-48.384,-150.64,175.122
726,0.971,-0.411,-0.122,-45.793,-121.646,132.47
727,1.126,-0.622,-0.12,-44.848,-97.073,80.854
728,1.14,-0.891,-0.14,-43.079,-87.47,21.89
729,1.042,-1.115,-0.139,-36.402,-85.091,-38.963
730,0.967,-1.229,-0.097,-25.854,-83.354,-98.11
731,0.875,-1.261,-0.045,-14.756,-83.567,-151.616
732,0.658,-1.216,-0.039,-6.372,-81.829,-192.774
733,0.382,-1.124,-0.048,0.884,-74.939,-226.402
734,0.137,-1.023,-0.079,12.226,-68.567,-257.439
735,-0.103,-0.923,-0.124,26.86,-62.439,-281.037
736,-0.313,-0.844,-0.118,42.256,-48.963,-298.476
737,-0.48,-0.738,-0.146,59.39,-28.476,-312.073
738,-0.647,-0.549,-0.209,79.39,0.518,-321.799
739,-0.865,-0.334,-0.164,93.689,39.329,-327.774
740,-1.12,-0.133,-0.128,101.89,80.732,-336.555
741,-1.383,0.093,-0.197,110.244,106.585,-347.043
742,-1.553,0.391,-0.362,118.75,112.348,-352.591
743,-1.594,0.678,-0.536,123.384,105.274,-353.902
744,-1.522,1.003,-0.653,127.713,106.494,-349.848
745,-1.442,1.318,-0.573,116.311,127.317,-342.317
746,-1.427,1.42,-0.503,85.976,158.78,-337.652
747,-1.445,1.396,-0.464,53.994,180.854,-333.628
748,-1.519,1.399,-0.41,23.994,180.671,-324.146
749,-1.566,1.492,-0.404,-2.47,159.238,-310.823
750,-1.541,1.601,-0.439,-28.659,124.39,-296.738
751,-1.574,1.654,-0.444,-53.262,96.28,-278.445
752,-1.632,1.696,-0.332,-74.604,84.695,-250.213
753,-1.734,1.778,-0.318,-91.128,80.488,-215.061
754,-1.769,1.851,-0.401,-106.89,81.159,-175.427
755,-1.724,1.838,-0.522,-123.78,84.238,-135.244
756,-1.804,1.75,-0.685,-143.079,89.909,-98.415
757,-2.003,1.575,-0.8,-164.604,89.451,-62.835
758,-2.226,1.427,-0.897,-178.78,69.024,-22.774
759,-2.439,1.385,-0.986,-188.262,45.122,21.494
760,-2.57,1.354,-1.102,-201.037,34.482,65.427
761,-2.661,1.296,-1.227,-213.628,39.116,112.195
762,-2.882,1.188,-1.319,-227.104,58.476,163.11
763,-3.309,1.051,-1.473,-240.915,76.402,213.232
764,-3.866,0.898,-1.569,-259.329,68.689,260.793
765,-4.405,0.657,-1.698,-280.244,24.787,304.329
766,-4.689,0.32,-1.803,-295.152,-39.146,347.287
767,-4.417,-0.116,-1.839,-297.104,-87.622,397.287
768,-3.924,-0.447,-1.872,-280.884,-77.043,458.811
769,-3.778,-0.699,-1.865,-274.116,-0.915,516.585
770,-3.841,-1.164,-1.816,-280.274,97.591,551.616
771,-3.734,-1.746,-1.545,-284.634,155.915,560.823
772,-3.246,-2.283,-0.864,-283.689,137.561,531.25
773,-2.203,-2.691,-0.506,-280.335,52.317,463.079
774,-0.665,-2.89,-0.698,-256.951,-36.067,388.963
775,1.095,-3.141,-0.482,-201.311,-43.079,318.476
776,2.326,-3.362,0.235,-145.945,28.171,204.695
777,2.067,-3.149,0.838,-121.402,73.232,76.494
778,1.331,-3.22,1.024,-123.11,5,-23.567
779,1.249,-3.497,1.128,-112.348,-117.317,-126.951
780,1.44,-3.401,1.2,-81.28,-183.659,-236.372
781,1.228,-3.134,1.074,-32.622,-167.073,-299.939
782,0.554,-2.845,0.923,36.646,-101.189,-320.488
783,-0.258,-2.403,0.807,113.567,-23.811,-324.085
784,-1.057,-1.926,0.42,178.262,26.707,-320.091
785,-1.808,-1.462,-0.117,230.396,31.25,-302.896
786,-2.3,-0.946,-0.598,272.317,7.104,-279.604
787,-2.42,-0.382,-1.02,300.579,-14.878,-259.146
788,-2.259,0.179,-1.38,317.713,-14.451,-236.372
789,-2.068,0.763,-1.624,325.457,5.793,-203.232
790,-1.985,1.367,-1.763,318.872,31.921,-159.634
791,-2.004,1.9,-1.776,290.213,48.689,-115.976
792,-2.071,2.272,-1.681,244.116,48.476,-86.372
793,-2.169,2.526,-1.582,192.165,31.037,-67.409
794,-2.305,2.679,-1.486,135.823,0.061,-46.22
795,-2.453,2.742,-1.298,80.183,-35.701,-18.049
796,-2.547,2.736,-0.988,32.226,-64.177,16.098
797,-2.548,2.703,-0.722,-5.671,-80.549,55.884
798,-2.554,2.583,-0.458,-35.366,-89.116,97.226
799,-2.597,2.399,-0.231,-54.726,-101.555,138.75
800,-2.59,2.107,-0.091,-68.78,-122.805,174.939
801,-2.43,1.775,-0.055,-76.707,-151.189,210.823
802,-2.192,1.453,-0.093,-79.543,-175.976,247.165
803,-1.951,1.146,-0.168,-80.945,-186.951,277.073
804,-1.606,0.878,-0.238,-81.372,-181.982,298.476
805,-1.229,0.633,-0.263,-83.445,-166.585,310.671
806,-0.948,0.392,-0.252,-86.25,-146.707,313.598
807,-0.738,0.176,-0.256,-87.988,-134.299,308.811
808,-0.447,-0.007,-0.261,-87.256,-131.28,296.006
809,-0.08,-0.156,-0.274,-86.25,-134.268,275.976
810,0.304,-0.26,-0.223,-82.805,-134.939,250.213
811,0.687,-0.315,-0.137,-77.348,-123.689,220.518
812,0.948,-0.387,-0.104,-77.5,-104.39,183.994
813,1.094,-0.487,-0.082,-80.64,-79.909,139.299
814,1.21,-0.571,-0.05,-79.878,-57.53,87.652
815,1.249,-0.685,-0.018,-78.78,-44.207,32.012
816,1.198,-0.829,0.031,-79.329,-34.695,-23.323
817,1.053,-0.93,0.083,-76.128,-26.402,-75.366
818,0.842,-0.977,0.074,-70,-20.61,-119.97
819,0.626,-1.001,0.024,-63.262,-16.341,-155.915
820,0.4,-1.038,-0.018,-52.165,-10.61,-185.122
821,0.125,-1.058,-0.078,-35.213,-0.305,-207.866
822,-0.213,-1.053,-0.095,-14.421,13.232,-224.268
823,-0.576,-1.022,-0.065,9.39,27.073,-236.555
824,-0.933,-0.961,-0.093,33.323,35.396,-246.768
825,-1.208,-0.897,-0.187,55.244,39.024,-252.195
826,-1.415,-0.783,-0.294,80.396,42.774,-251.372
827,-1.582,-0.627,-0.358,104.482,54.177,-244.97
828,-1.723,-0.438,-0.416,125.061,74.726,-238.323
829,-1.842,-0.243,-0.414,138.232,96.159,-235.091
830,-1.914,-0.138,-0.362,141.006,107.805,-236.646
831,-1.966,-0.079,-0.327,142.805,102.774,-239.939
832,-2.007,0.04,-0.305,145.488,87.47,-244.329
833,-1.907,0.18,-0.274,141.951,73.445,-251.463
834,-1.77,0.322,-0.236,135.732,64.604,-260.884
835,-1.725,0.457,-0.159,121.402,67.561,-271.677
836,-1.755,0.54,-0.068,99.543,71.799,-285.244
837,-1.833,0.558,0.017,77.561,61.189,-301.22
838,-1.83,0.538,0.028,61.341,35.427,-312.957
839,-1.72,0.501,0.014,51.28,0.64,-316.616
840,-1.545,0.47,-0.017,51.341,-26.738,-311.616
841,-1.302,0.579,-0.179,69.787,-27.195,-295.457
842,-1.193,0.875,-0.203,83.933,12.5,-271.707
843,-1.207,1.043,-0.186,82.409,88.232,-246.006
844,-1.281,1.241,-0.338,96.951,150.457,-206.829
845,-1.432,1.537,-0.491,112.47,175.183,-151.951
846,-1.539,1.788,-0.642,112.805,169.39,-98.963
847,-1.433,2.044,-0.791,109.451,140.457,-52.439
848,-1.135,2.275,-0.872,93.78,114.817,-10.671
849,-0.884,2.358,-0.923,61.616,112.012,20.823
850,-0.843,2.299,-0.966,21.372,126.646,45.671
851,-0.981,2.217,-1.028,-19.604,139.817,69.024
852,-1.109,2.208,-1.081,-58.476,140.671,91.463
853,-1.177,2.203,-1.212,-97.012,131.89,109.604
854,-1.329,2.181,-1.38,-134.787,125.244,124.451
855,-1.675,2.094,-1.435,-173.75,126.951,138.262
856,-2.189,1.918,-1.444,-212.043,127.927,153.018
857,-2.78,1.695,-1.538,-248.14,121.159,170.518
858,-3.326,1.464,-1.758,-278.78,108.11,194.024
859,-3.782,1.255,-1.962,-300.976,89.451,225.396
860,-4.243,1.009,-2.012,-316.768,67.409,260.854
861,-4.662,0.7,-1.993,-327.043,42.561,301.098
862,-4.845,0.35,-1.869,-332.561,19.848,349.421
863,-4.685,-0.029,-1.68,-333.598,5.03,400.274
864,-4.341,-0.356,-1.515,-327.591,0.335,445.854
865,-4.033,-0.643,-1.251,-325.152,-2.409,476.22
866,-3.597,-1.025,-0.9,-323.659,-13.476,484.97
867,-2.871,-1.439,-0.601,-309.756,-39.817,473.232
868,-1.915,-1.826,-0.542,-278.963,-67.713,439.756
869,-0.722,-2.208,-0.772,-235.244,-63.872,386.159
870,0.509,-2.528,-0.605,-180.823,-12.957,311.372
871,1.188,-2.562,-0.076,-140.244,71.25,216.524
872,0.811,-2.554,0.306,-145.61,108.75,123.567
873,0.135,-2.821,0.575,-171.799,45.976,54.085
874,0.129,-3.095,0.487,-185.03,-82.866,-17.896
875,0.733,-3.048,0.254,-167.378,-185.061,-88.689
876,1.405,-2.763,0.378,-123.293,-174.451,-149.756
877,1.394,-2.425,0.601,-70.671,-82.317,-199.634
878,0.768,-2.073,0.581,-15.091,6.341,-232.683
879,0.095,-1.721,0.425,43.201,48.11,-254.817
880,-0.43,-1.332,0.305,94.482,55.122,-266.463
881,-0.984,-0.893,0.111,128.811,49.146,-263.598
882,-1.521,-0.447,-0.194,148.689,33.506,-247.348
883,-1.83,0.021,-0.43,164.787,15.244,-228.049
884,-1.908,0.517,-0.571,180.732,4.299,-211.037
885,-1.916,1.031,-0.66,188.689,6.738,-191.707
886,-1.966,1.499,-0.635,182.104,20.396,-162.256
887,-2.078,1.863,-0.577,165.396,31.616,-124.726
888,-2.237,2.122,-0.548,143.567,26.128,-90.274
889,-2.365,2.289,-0.492,117.652,2.165,-59.268
890,-2.443,2.388,-0.425,89.695,-32.53,-26.646
891,-2.477,2.387,-0.301,61.037,-65.335,8.598
892,-2.503,2.263,-0.149,35.091,-90.274,45.335
893,-2.458,2.124,-0.032,18.902,-107.622,84.695
894,-2.334,2.008,0.036,8.902,-123.445,124.848
895,-2.156,1.818,0.061,0.762,-139.909,157.988
896,-1.929,1.553,0.045,-3.75,-157.5,185.396
897,-1.656,1.276,0.019,-4.177,-173.506,207.988
898,-1.323,1.002,0.005,-0.488,-182.287,223.933
899,-0.942,0.745,0.009,1.89,-180.884,231.768
900,-0.655,0.5,0.024,2.652,-175.823,230.091
901,-0.432,0.273,-0.005,4.329,-170.762,218.963
902,-0.203,0.047,-0.09,6.159,-173.476,195.183
903,0.067,-0.152,-0.147,8.628,-179.97,159.909
904,0.404,-0.324,-0.194,12.5,-179.055,116.738
905,0.689,-0.501,-0.254,14.848,-169.543,66.433
906,0.795,-0.685,-0.296,12.409,-155.366,11.555
907,0.728,-0.793,-0.347,7.866,-138.476,-44.177
908,0.584,-0.831,-0.388,1.28,-123.11,-96.22
909,0.388,-0.839,-0.381,-4.726,-113.659,-138.902
910,0.149,-0.771,-0.404,-7.134,-108.384,-171.372
911,-0.063,-0.667,-0.441,-6.067,-105.061,-199.512
912,-0.224,-0.59,-0.451,0.488,-102.744,-225
913,-0.328,-0.514,-0.444,12.043,-97.652,-243.75
914,-0.352,-0.427,-0.384,25.061,-84.543,-255.122
915,-0.333,-0.348,-0.292,36.616,-61.159,-261.555
916,-0.342,-0.255,-0.249,49.421,-30.793,-264.634
917,-0.393,-0.138,-0.19,65,2.195,-265.183
918,-0.439,-0.036,-0.174,82.744,31.86,-268.201
919,-0.486,0.072,-0.168,103.628,54.604,-273.963
920,-0.514,0.192,-0.192,125.61,74.512,-280.122
921,-0.542,0.29,-0.285,145.762,91.037,-285.732
922,-0.549,0.431,-0.46,168.841,108.75,-287.5
923,-0.546,0.664,-0.629,190.152,133.445,-285.396
924,-0.59,0.905,-0.646,193.902,163.567,-284.909
925,-0.778,1.061,-0.622,181.128,181.585,-287.012
926,-1.006,1.265,-0.7,163.598,177.652,-283.323
927,-1.142,1.491,-0.798,136.982,161.159,-275.671
928,-1.204,1.707,-0.875,102.5,155.549,-267.591
929,-1.245,1.873,-0.918,59.665,174.634,-258.994
